-74,0
-74,5
-74,10
-74,15
-74,20
-74,25
-74,30
-73,35
-72,40
-72,45
-72,50
-70,55
-70,60
-72,65
-71,70
-70,75
-71,80
-71,85
-71,90
-71,95
-71,100
-70,105
-70,110
-71,115
-71,120
-71,125
-70,130
-70,135
-70,140
-70,145
-70,150
-70,155
-71,160
-71,165
-71,170
-71,175
-71,180
-72,185
-72,190
-71,195
-71,200
-72,205
-72,210
-72,215
-71,220
-71,225
-73,230
-72,235
-72,240
-73,245
-72,250
-72,255
-71,260
-72,265
-72,270
-72,275
-72,280
-73,285
-72,290
-71,295
-71,300
-71,305
-73,310
-73,315
-73,320
-73,325
-73,330
-73,335
-72,340
-72,345
-72,350
-72,355
-72,360
-74,365
-73,370
-73,375
-72,380
-72,385
-72,390
-73,395
-76,400
-76,405
-73,410
-72,415
-72,420
-73,425
-74,430
-74,435
-74,440
-82,445
-77,450
-76,455
-75,460
-73,465
-73,470
-73,475
-72,480
-73,485
-73,490
-72,495
-72,500
-73,505
-72,510
-72,515
-73,520
-72,525
-72,530
-72,535
-72,540
-72,545
-73,550
-72,555
-72,560
-72,565
-72,570
-73,575
-72,580
-74,585
-74,590
-74,595
-73,600
-74,605
-75,610
-75,615
-76,620
-74,625
-74,630
-75,635
-75,640
-74,645
-74,650
-73,655
-74,660
-74,665
-74,670
-74,675
-74,680
-73,685
-73,690
-76,695
-75,700
-74,705
-74,710
-74,715
-74,720
-74,725
-73,730
-76,735
-74,740
-74,745
-73,750
-72,755
-72,760
-72,765
-72,770
-74,775
-75,780
-75,785
-74,790
-74,795
-74,800
-72,805
-72,810
-73,815
-75,820
-75,825
-75,830
-75,835
-75,840
-74,845
-74,850
-74,855
-74,860
-73,865
-73,870
-73,875
-73,880
-72,885
-74,890
-74,895
-74,900
-73,905
-75,910
-75,915
-75,920
-75,925
-72,930
-72,935
-74,940
-73,945
-73,950
-73,955
-73,960
-72,965
-73,970
-73,975
-72,980
-75,985
-73,990
-72,995
-72,1000
-71,1005
-71,1010
-72,1015
-71,1020
-71,1025
-72,1030
-71,1035
-72,1040
-72,1045
-72,1050
-71,1055
-71,1060
-72,1065
-73,1070
-73,1075
-73,1080
-72,1085
-72,1090
-72,1095
-72,1100
-72,1105
-72,1110
-71,1115
-75,1120
-75,1125
-75,1130
-73,1135
-73,1140
-73,1145
-73,1150
-72,1155
-73,1160
-73,1165
-73,1170
-73,1175
-74,1180
-73,1185
-73,1190
-73,1195
-74,1200
-74,1205
-75,1210
-75,1215
-76,1220
-75,1225
-74,1230
-74,1235
-74,1240
-74,1245
-73,1250
-72,1255
-74,1260
-74,1265
-74,1270
-74,1275
-76,1280
-75,1285
-74,1290
-74,1295
-75,1300
-77,1305
-77,1310
-77,1315
-76,1320
-75,1325
-75,1330
-78,1335
-78,1340
-73,1345
-73,1350
-77,1355
-73,1360
-73,1365
-75,1370
-75,1375
-73,1380
-73,1385
-74,1390
-73,1395
-74,1400
-73,1405
-74,1410
-74,1415
-74,1420
-74,1425
-75,1430
-73,1435
-73,1440
-72,1445
-73,1450
-73,1455
-73,1460
-74,1465
-72,1470
-72,1475
-75,1480
-73,1485
-75,1490
-74,1495
-74,1500
-74,1505
-74,1510
-73,1515
-72,1520
-72,1525
-73,1530
-73,1535
-75,1540
-72,1545
-72,1550
-73,1555
-72,1560
-72,1565
-73,1570
-73,1575
-73,1580
-72,1585
-72,1590
-72,1595
-72,1600
-73,1605
-73,1610
-73,1615
-73,1620
-73,1625
-73,1630
-73,1635
-73,1640
-73,1645
-73,1650
-72,1655
-72,1660
-73,1665
-72,1670
-72,1675
-73,1680
-72,1685
-72,1690
-72,1695
-72,1700
-73,1705
-73,1710
-73,1715
-73,1720
-73,1725
-72,1730
-72,1735
-73,1740
-72,1745
-72,1750
-72,1755
-73,1760
-72,1765
-73,1770
-73,1775
-73,1780
-73,1785
-73,1790
-73,1795
-73,1800
-72,1805
-72,1810
-72,1815
-72,1820
-73,1825
-73,1830
-73,1835
-73,1840
-73,1845
-73,1850
-72,1855
-72,1860
-73,1865
-73,1870
-72,1875
-73,1880
-73,1885
-72,1890
-72,1895
-72,1900
-72,1905
-72,1910
-73,1915
-73,1920
-72,1925
-72,1930
-74,1935
-72,1940
-72,1945
-73,1950
-72,1955
-72,1960
-73,1965
-73,1970
-73,1975
-72,1980
-73,1985
-72,1990
-72,1995
-73,2000
-73,2005
-73,2010
-74,2015
-74,2020
-74,2025
-72,2030
-72,2035
-73,2040
-73,2045
-73,2050
-72,2055
-72,2060
-73,2065
-73,2070
-72,2075
-73,2080
-73,2085
-72,2090
-72,2095
-72,2100
-72,2105
-73,2110
-72,2115
-72,2120
-73,2125
-73,2130
-73,2135
-73,2140
-73,2145
-72,2150
-72,2155
-73,2160
-73,2165
-73,2170
-72,2175
-72,2180
-72,2185
-72,2190
-72,2195
-71,2200
-70,2205
-72,2210
-71,2215
-71,2220
-72,2225
-72,2230
-72,2235
-72,2240
-72,2245
-71,2250
-71,2255
-72,2260
-73,2265
-72,2270
-72,2275
-71,2280
-71,2285
-72,2290
-72,2295
-73,2300
-72,2305
-71,2310
-72,2315
-72,2320
-71,2325
-73,2330
-72,2335
-72,2340
-72,2345
-72,2350
-72,2355
-72,2360
-73,2365
-73,2370
-73,2375
-72,2380
-73,2385
-72,2390
-72,2395
-72,2400
-73,2405
-72,2410
-72,2415
-72,2420
-72,2425
-73,2430
-73,2435
-73,2440
-73,2445
-73,2450
-72,2455
-72,2460
-73,2465
-73,2470
-73,2475
-72,2480
-72,2485
-72,2490
-72,2495
-72,2500
-72,2505
-72,2510
-73,2515
-73,2520
-73,2525
-73,2530
-73,2535
-73,2540
-72,2545
-73,2550
-73,2555
-72,2560
-72,2565
-73,2570
-73,2575
-73,2580
-72,2585
-73,2590
-73,2595
-73,2600
-72,2605
-72,2610
-73,2615
-73,2620
-72,2625
-72,2630
-72,2635
-72,2640
-72,2645
-73,2650
-73,2655
-72,2660
-72,2665
-73,2670
-72,2675
-71,2680
-72,2685
-72,2690
-73,2695
-73,2700
-73,2705
-73,2710
-73,2715
-73,2720
-71,2725
-71,2730
-72,2735
-72,2740
-72,2745
-73,2750
-72,2755
-72,2760
-74,2765
-73,2770
-72,2775
-72,2780
-72,2785
-72,2790
