-60,0
-59,5
-60,10
-62,15
-61,20
-61,25
-58,30
-62,35
-64,40
-65,45
-66,50
-63,55
-65,60
-61,65
-63,70
-65,75
-65,80
-66,85
-67,90
-62,95
-63,100
-61,105
-62,110
-62,115
-63,120
-60,125
-61,130
-60,135
-59,140
-69,145
-68,150
-68,155
-67,160
-69,165
-66,170
-68,175
-63,180
-64,185
-65,190
-65,195
-63,200
-64,205
-65,210
-66,215
-65,220
-64,225
-67,230
-65,235
-64,240
-65,245
-64,250
-69,255
-72,260
-64,265
-63,270
-69,275
-61,280
-63,285
-70,290
-71,295
-70,300
-65,305
-69,310
-67,315
-69,320
-68,325
-63,330
-61,335
-62,340
-63,345
-61,350
-61,355
-59,360
-61,365
-63,370
-62,375
-63,380
-62,385
-61,390
-63,395
-62,400
-66,405
-63,410
-61,415
-64,420
-61,425
-63,430
-60,435
-61,440
-59,445
-61,450
-61,455
-60,460
-59,465
-60,470
-62,475
-60,480
-58,485
-61,490
-60,495
-59,500
-61,505
-62,510
-60,515
-60,520
-59,525
-62,530
-61,535
-60,540
-61,545
-61,550
-62,555
-61,560
-60,565
-62,570
-60,575
-61,580
-61,585
-60,590
-60,595
-61,600
-61,605
-62,610
-60,615
-60,620
-60,625
-61,630
-60,635
-61,640
-60,645
-60,650
-65,655
-59,660
-61,665
-60,670
-63,675
-61,680
-58,685
-57,690
-59,695
-60,700
-62,705
-60,710
-61,715
-59,720
-61,725
-61,730
-59,735
-60,740
-62,745
-59,750
-60,755
-61,760
-61,765
-63,770
-61,775
-61,780
-62,785
-60,790
-61,795
-59,800
-61,805
-60,810
-59,815
-60,820
-58,825
-57,830
-62,835
-60,840
-61,845
-60,850
-60,855
-59,860
-61,865
-64,870
-63,875
-68,880
-67,885
-66,890
-64,895
-65,900
-62,905
-62,910
-64,915
-62,920
-60,925
-64,930
