-53,0,,53
-59,5,,59
-56,10,,56
-62,15,,62
-60,20,,60
-62,25,,62
-61,30,,61
-57,35,,57
-59,40,,59
-59,45,,59
-58,50,,58
-57,55,,57
-57,60,,57
-57,65,,57
-57,70,,57
-57,75,,57
-58,80,,58
-58,85,,58
-57,90,,57
-56,95,,56
-59,100,,59
-59,105,,59
-58,110,,58
-58,115,,58
-59,120,,59
-59,125,,59
-59,130,,59
-59,135,,59
-57,140,,57
-64,145,,64
-60,150,,60
-60,155,,60
-59,160,,59
-59,165,,59
-58,170,,58
-59,175,,59
-56,180,,56
-57,185,,57
-57,190,,57
-59,195,,59
-59,200,,59
-60,205,,60
-60,210,,60
-59,215,,59
-59,220,,59
-60,225,,60
-59,230,,59
-58,235,,58
-67,240,,67
-60,245,,60
-59,250,,59
-60,255,,60
-58,260,,58
-58,265,,58
-57,270,,57
-59,275,,59
-57,280,,57
-57,285,,57
-58,290,,58
-57,295,,57
-59,300,,59
-59,305,,59
-59,310,,59
-59,315,,59
-59,320,,59
-58,325,,58
-60,330,,60
-60,335,,60
-56,340,,56
-61,345,,61
-60,350,,60
-60,355,,60
-61,360,,61
-57,365,,57
-56,370,,56
-56,375,,56
-59,380,,59
-58,385,,58
-58,390,,58
-60,395,,60
-60,400,,60
-57,405,,57
-59,410,,59
-62,415,,62
-60,420,,60
-61,425,,61
-60,430,,60
-59,435,,59
-60,440,,60
-60,445,,60
-60,450,,60
-58,455,,58
-58,460,,58
-60,465,,60
-60,470,,60
-56,475,,56
-57,480,,57
-57,485,,57
-56,490,,56
-57,495,,57
-58,500,,58
-58,505,,58
-57,510,,57
-58,515,,58
-62,520,,62
-59,525,,59
-59,530,,59
-58,535,,58
-58,540,,58
-58,545,,58
-59,550,,59
-59,555,,59
-56,560,,56
-56,565,,56
-62,570,,62
-61,575,,61
-61,580,,61
-56,585,,56
-56,590,,56
-60,595,,60
-59,600,,59
-58,605,,58
-56,610,,56
-60,615,,60
-59,620,,59
-59,625,,59
-57,630,,57
-57,635,,57
-59,640,,59
-58,645,,58
-58,650,,58
-58,655,,58
-59,660,,59
-59,665,,59
-58,670,,58
-60,675,,60
-59,680,,59
-58,685,,58
-57,690,,57
-58,695,,58
-58,700,,58
-57,705,,57
-56,710,,56
-59,715,,59
-59,720,,59
-58,725,,58
-60,730,,60
-61,735,,61
-63,740,,63
-63,745,,63
-62,750,,62
-62,755,,62
-61,760,,61
-62,765,,62
-61,770,,61
-59,775,,59
-60,780,,60
-59,785,,59
-62,790,,62
-58,795,,58
-60,800,,60
-58,805,,58
-60,810,,60
-61,815,,61
-61,820,,61
-59,825,,59
-60,830,,60
-60,835,,60
-59,840,,59
-61,845,,61
-56,850,,56
-60,855,,60
-60,860,,60
-63,865,,63
-58,870,,58
-57,875,,57
-60,880,,60
-60,885,,60
-57,890,,57
-60,895,,60
-56,900,,56
-61,905,,61
-60,910,,60
-54,915,,54
-56,920,,56
-60,925,,60
-58,930,,58
-58,935,,58
-60,940,,60
-59,945,,59
-61,950,,61
-59,955,,59
-57,960,,57
,965,,
,970,,
,975,,
,980,,
,985,,
