-48,0,,48
-47,5,,47
-48,10,,48
-47,15,,47
-45,20,,45
-45,25,,45
-45,30,,45
-44,35,,44
-49,40,,49
-49,45,,49
-48,50,,48
-41,55,,41
-45,60,,45
-46,65,,46
-45,70,,45
-46,75,,46
-44,80,,44
-46,85,,46
-46,90,,46
-45,95,,45
-45,100,,45
-46,105,,46
-43,110,,43
-45,115,,45
-45,120,,45
-42,125,,42
-38,130,,38
-36,135,,36
-37,140,,37
-40,145,,40
-40,150,,40
-39,155,,39
-37,160,,37
-38,165,,38
-38,170,,38
-39,175,,39
-39,180,,39
-39,185,,39
-39,190,,39
-40,195,,40
-38,200,,38
-39,205,,39
-38,210,,38
-38,215,,38
-39,220,,39
-39,225,,39
-38,230,,38
-38,235,,38
-41,240,,41
-40,245,,40
-43,250,,43
-38,255,,38
-43,260,,43
-38,265,,38
-39,270,,39
-39,275,,39
-38,280,,38
-39,285,,39
-37,290,,37
-38,295,,38
-39,300,,39
-39,305,,39
-39,310,,39
-41,315,,41
-45,320,,45
-38,325,,38
-38,330,,38
-37,335,,37
-39,340,,39
-40,345,,40
-38,350,,38
-42,355,,42
-37,360,,37
-35,365,,35
-37,370,,37
-37,375,,37
-37,380,,37
-47,385,,47
-45,390,,45
-45,395,,45
-47,400,,47
-44,405,,44
-48,410,,48
-41,415,,41
-45,420,,45
-46,425,,46
-46,430,,46
-46,435,,46
-45,440,,45
-45,445,,45
-47,450,,47
-47,455,,47
-47,460,,47
-46,465,,46
-46,470,,46
-46,475,,46
-45,480,,45
-45,485,,45
-46,490,,46
-46,495,,46
-46,500,,46
-46,505,,46
-44,510,,44
-44,515,,44
-45,520,,45
-44,525,,44
-45,530,,45
-44,535,,44
-44,540,,44
-41,545,,41
-46,550,,46
-46,555,,46
-46,560,,46
-48,565,,48
-48,570,,48
-48,575,,48
-48,580,,48
-48,585,,48
-50,590,,50
-48,595,,48
-49,600,,49
-49,605,,49
-47,610,,47
-48,615,,48
-48,620,,48
-48,625,,48
-49,630,,49
-49,635,,49
-49,640,,49
-49,645,,49
-48,650,,48
-44,655,,44
-44,660,,44
-47,665,,47
-40,670,,40
-40,675,,40
-48,680,,48
-48,685,,48
-48,690,,48
-48,695,,48
-47,700,,47
-46,705,,46
-48,710,,48
-50,715,,50
-38,720,,38
-45,725,,45
-44,730,,44
-47,735,,47
-47,740,,47
-47,745,,47
-49,750,,49
-50,755,,50
-48,760,,48
-44,765,,44
-45,770,,45
-47,775,,47
-39,780,,39
-49,785,,49
-45,790,,45
-49,795,,49
-45,800,,45
-46,805,,46
-46,810,,46
-45,815,,45
-45,820,,45
-47,825,,47
-48,830,,48
-48,835,,48
-44,840,,44
-47,845,,47
-47,850,,47
-48,855,,48
-48,860,,48
-48,865,,48
-47,870,,47
-47,875,,47
-47,880,,47
-44,885,,44
-46,890,,46
-40,895,,40
-41,900,,41
-44,905,,44
-46,910,,46
-41,915,,41
,920,,
,925,,
,930,,
,935,,
,940,,
,945,,
,950,,
,955,,
,960,,
,965,,
,970,,
,975,,
,980,,
,985,,
,990,,
,995,,
,1000,,
,1005,,
,1010,,
,1015,,
,1020,,
,1025,,
,1030,,
,1035,,
