-61,0,,61
-59,5,,59
-61,10,,61
-59,15,,59
-56,20,,56
-62,25,,62
-63,30,,63
-64,35,,64
-63,40,,63
-63,45,,63
-63,50,,63
-58,55,,58
-57,60,,57
-58,65,,58
-59,70,,59
-59,75,,59
-59,80,,59
-59,85,,59
-57,90,,57
-61,95,,61
-63,100,,63
-62,105,,62
-63,110,,63
-60,115,,60
-60,120,,60
-62,125,,62
-62,130,,62
-62,135,,62
-58,140,,58
-57,145,,57
-60,150,,60
-60,155,,60
-62,160,,62
-61,165,,61
-60,170,,60
-64,175,,64
-65,180,,65
-66,185,,66
-63,190,,63
-57,195,,57
-59,200,,59
-57,205,,57
-57,210,,57
-57,215,,57
-58,220,,58
-58,225,,58
-58,230,,58
-63,235,,63
-62,240,,62
-64,245,,64
-64,250,,64
-65,255,,65
-61,260,,61
-60,265,,60
-62,270,,62
-62,275,,62
-59,280,,59
-60,285,,60
-61,290,,61
-61,295,,61
-59,300,,59
-61,305,,61
-60,310,,60
-59,315,,59
-59,320,,59
-60,325,,60
-60,330,,60
-60,335,,60
-61,340,,61
-60,345,,60
-61,350,,61
-60,355,,60
-60,360,,60
-60,365,,60
-60,370,,60
-61,375,,61
-61,380,,61
-61,385,,61
-60,390,,60
-59,395,,59
-60,400,,60
-60,405,,60
-59,410,,59
-59,415,,59
-59,420,,59
-60,425,,60
-58,430,,58
-58,435,,58
-56,440,,56
-56,445,,56
-57,450,,57
-57,455,,57
-58,460,,58
-58,465,,58
-58,470,,58
-57,475,,57
-58,480,,58
-57,485,,57
-58,490,,58
-58,495,,58
-57,500,,57
-61,505,,61
-63,510,,63
-55,515,,55
-58,520,,58
-56,525,,56
-56,530,,56
-58,535,,58
-56,540,,56
-56,545,,56
-56,550,,56
-60,555,,60
-58,560,,58
-57,565,,57
-58,570,,58
-60,575,,60
-57,580,,57
-58,585,,58
-58,590,,58
-59,595,,59
-59,600,,59
-56,605,,56
-55,610,,55
-56,615,,56
-62,620,,62
-64,625,,64
-65,630,,65
-66,635,,66
-66,640,,66
-64,645,,64
-62,650,,62
-65,655,,65
-58,660,,58
-58,665,,58
-57,670,,57
-57,675,,57
-55,680,,55
-55,685,,55
-56,690,,56
-56,695,,56
-56,700,,56
-55,705,,55
-58,710,,58
-55,715,,55
-55,720,,55
-56,725,,56
-58,730,,58
-58,735,,58
-58,740,,58
-55,745,,55
-56,750,,56
-55,755,,55
-57,760,,57
-57,765,,57
-59,770,,59
-59,775,,59
-63,780,,63
-61,785,,61
-62,790,,62
-62,795,,62
-62,800,,62
-61,805,,61
-60,810,,60
-62,815,,62
-63,820,,63
-59,825,,59
-60,830,,60
-61,835,,61
-66,840,,66
-66,845,,66
-63,850,,63
-63,855,,63
-64,860,,64
-62,865,,62
-64,870,,64
-64,875,,64
-57,880,,57
-61,885,,61
-59,890,,59
-59,895,,59
-60,900,,60
-59,905,,59
-59,910,,59
-60,915,,60
-58,920,,58
-58,925,,58
-60,930,,60
