-75,0
-76,5
-75,10
-75,15
-74,20
-73,25
-76,30
-75,35
-76,40
-74,45
-75,50
-76,55
-74,60
-73,65
-76,70
-75,75
-75,80
-73,85
-74,90
-75,95
-74,100
-75,105
-76,110
-75,115
-74,120
-75,125
-74,130
-74,135
-73,140
-76,145
-75,150
-74,155
-74,160
-73,165
-74,170
-75,175
-75,180
-73,185
-74,190
-73,195
-75,200
-73,205
-74,210
-75,215
-73,220
-74,225
-73,230
-74,235
-74,240
-73,245
-74,250
-76,255
-74,260
-75,265
-75,270
-74,275
-75,280
-74,285
-74,290
-74,295
-76,300
-75,305
-74,310
-75,315
-76,320
-75,325
-73,330
-73,335
-74,340
-74,345
-75,350
-73,355
-74,360
-74,365
-75,370
-74,375
-74,380
-74,385
-75,390
-74,395
-74,400
-74,405
-75,410
-75,415
-73,420
-72,425
-74,430
-73,435
-74,440
-75,445
-76,450
-73,455
-75,460
-74,465
-75,470
-74,475
-75,480
-75,485
-74,490
-75,495
-74,500
-75,505
-74,510
-75,515
-75,520
-74,525
-73,530
-73,535
-74,540
-75,545
-74,550
-73,555
-75,560
-74,565
-76,570
-74,575
-74,580
-73,585
-74,590
-74,595
-75,600
-74,605
-75,610
-74,615
-75,620
-74,625
-75,630
-73,635
-75,640
-73,645
-74,650
-74,655
-75,660
-74,665
-73,670
-74,675
-74,680
-75,685
-73,690
-75,695
-74,700
-75,705
-73,710
-75,715
-76,720
-75,725
-74,730
-77,735
-73,740
-74,745
-75,750
-75,755
-76,760
-76,765
-78,770
-73,775
-74,780
-76,785
-74,790
-74,795
-74,800
-76,805
-77,810
-78,815
-77,820
-74,825
-76,830
-77,835
-76,840
-77,845
-76,850
-77,855
-76,860
-75,865
-77,870
-77,875
-76,880
-77,885
-76,890
-77,895
-78,900
-74,905
-76,910
-77,915
-77,920
-77,925
-75,930
-76,935
-77,940
-76,945
-78,950
-77,955
-76,960
-76,965
-78,970
-77,975
-78,980
-76,985
-76,990
-77,995
-77,1000
-75,1005
-77,1010
-76,1015
-77,1020
-75,1025
-76,1030
-75,1035
-77,1040
