-67,0,,67
-68,5,,68
-69,10,,69
-70,15,,70
-72,20,,72
-68,25,,68
-66,30,,66
-66,35,,66
-66,40,,66
-69,45,,69
-65,50,,65
-63,55,,63
-69,60,,69
-66,65,,66
-67,70,,67
-68,75,,68
-67,80,,67
-68,85,,68
-67,90,,67
-64,95,,64
-66,100,,66
-65,105,,65
-69,110,,69
-67,115,,67
-65,120,,65
-67,125,,67
-69,130,,69
-67,135,,67
-67,140,,67
-59,145,,59
-75,150,,75
-72,155,,72
-70,160,,70
-71,165,,71
-71,170,,71
-70,175,,70
-67,180,,67
-69,185,,69
-68,190,,68
-71,195,,71
-69,200,,69
-70,205,,70
-70,210,,70
-67,215,,67
-69,220,,69
-67,225,,67
-71,230,,71
-68,235,,68
-66,240,,66
-68,245,,68
-69,250,,69
-69,255,,69
-67,260,,67
-70,265,,70
-66,270,,66
-68,275,,68
-66,280,,66
-70,285,,70
-66,290,,66
-68,295,,68
-67,300,,67
-70,305,,70
-68,310,,68
-71,315,,71
-66,320,,66
-69,325,,69
-64,330,,64
-64,335,,64
-61,340,,61
-61,345,,61
-62,350,,62
-62,355,,62
-62,360,,62
-63,365,,63
-61,370,,61
-64,375,,64
-62,380,,62
-63,385,,63
-63,390,,63
-62,395,,62
-61,400,,61
-61,405,,61
-63,410,,63
-62,415,,62
-63,420,,63
-62,425,,62
-67,430,,67
-66,435,,66
-63,440,,63
-64,445,,64
-66,450,,66
-64,455,,64
-68,460,,68
-67,465,,67
-66,470,,66
-66,475,,66
-64,480,,64
-65,485,,65
-64,490,,64
-67,495,,67
-65,500,,65
-66,505,,66
-63,510,,63
-66,515,,66
-63,520,,63
-70,525,,70
-64,530,,64
-67,535,,67
-64,540,,64
-61,545,,61
-61,550,,61
-66,555,,66
-68,560,,68
-68,565,,68
-67,570,,67
-64,575,,64
-64,580,,64
-63,585,,63
-61,590,,61
-64,595,,64
-64,600,,64
-66,605,,66
-66,610,,66
-66,615,,66
-64,620,,64
-67,625,,67
-67,630,,67
-68,635,,68
-69,640,,69
-68,645,,68
-68,650,,68
-67,655,,67
-68,660,,68
-67,665,,67
-69,670,,69
-66,675,,66
-69,680,,69
-69,685,,69
-67,690,,67
-68,695,,68
-68,700,,68
-67,705,,67
-67,710,,67
-67,715,,67
-68,720,,68
-56,725,,56
-66,730,,66
-68,735,,68
-67,740,,67
-68,745,,68
-68,750,,68
-67,755,,67
-68,760,,68
-67,765,,67
-69,770,,69
-66,775,,66
-67,780,,67
-65,785,,65
-68,790,,68
-67,795,,67
-67,800,,67
-66,805,,66
-67,810,,67
-66,815,,66
-69,820,,69
-66,825,,66
-66,830,,66
-69,835,,69
-65,840,,65
-65,845,,65
-63,850,,63
-66,855,,66
-66,860,,66
-64,865,,64
-67,870,,67
-67,875,,67
-65,880,,65
-67,885,,67
-66,890,,66
-67,895,,67
-67,900,,67
-67,905,,67
-68,910,,68
-67,915,,67
-67,920,,67
-66,925,,66
-68,930,,68
,935,,
,940,,
,945,,
,950,,
,955,,
,960,,
,965,,
,970,,
,975,,
,980,,
,985,,
,990,,
,995,,
,1000,,
,1005,,
,1010,,
,1015,,
,1020,,
,1025,,
,1030,,
,1035,,
,1040,,
