-56,0,,56
-58,5,,58
-59,10,,59
-60,15,,60
-61,20,,61
-62,25,,62
-62,30,,62
-62,35,,62
-62,40,,62
-63,45,,63
-58,50,,58
-61,55,,61
-58,60,,58
-59,65,,59
-59,70,,59
-61,75,,61
-59,80,,59
-59,85,,59
-60,90,,60
-59,95,,59
-60,100,,60
-60,105,,60
-59,110,,59
-59,115,,59
-59,120,,59
-60,125,,60
-58,130,,58
-58,135,,58
-60,140,,60
-60,145,,60
-61,150,,61
-61,155,,61
-61,160,,61
-62,165,,62
-62,170,,62
-62,175,,62
-61,180,,61
-60,185,,60
-61,190,,61
-60,195,,60
-60,200,,60
-61,205,,61
-60,210,,60
-61,215,,61
-60,220,,60
-61,225,,61
-60,230,,60
-59,235,,59
-60,240,,60
-60,245,,60
-61,250,,61
-60,255,,60
-60,260,,60
-62,265,,62
-62,270,,62
-61,275,,61
-61,280,,61
-61,285,,61
-62,290,,62
-62,295,,62
-59,300,,59
-60,305,,60
-60,310,,60
-61,315,,61
-61,320,,61
-59,325,,59
-59,330,,59
-58,335,,58
-60,340,,60
-59,345,,59
-66,350,,66
-61,355,,61
-60,360,,60
-59,365,,59
-61,370,,61
-61,375,,61
-60,380,,60
-61,385,,61
-58,390,,58
-60,395,,60
-60,400,,60
-60,405,,60
-59,410,,59
-59,415,,59
-61,420,,61
-60,425,,60
-60,430,,60
-63,435,,63
-64,440,,64
-63,445,,63
-64,450,,64
-62,455,,62
-62,460,,62
-61,465,,61
-62,470,,62
-63,475,,63
-62,480,,62
-63,485,,63
-64,490,,64
-62,495,,62
-58,500,,58
-56,505,,56
-60,510,,60
-59,515,,59
-57,520,,57
-61,525,,61
-60,530,,60
-59,535,,59
-60,540,,60
-61,545,,61
-61,550,,61
-63,555,,63
-63,560,,63
-64,565,,64
-63,570,,63
-63,575,,63
-64,580,,64
-62,585,,62
-58,590,,58
-58,595,,58
-62,600,,62
-59,605,,59
-58,610,,58
-60,615,,60
-59,620,,59
-57,625,,57
-59,630,,59
-57,635,,57
-58,640,,58
-59,645,,59
-58,650,,58
-58,655,,58
-58,660,,58
-57,665,,57
-60,670,,60
-57,675,,57
-59,680,,59
-59,685,,59
-58,690,,58
-57,695,,57
-57,700,,57
-58,705,,58
-57,710,,57
-58,715,,58
-59,720,,59
-58,725,,58
-58,730,,58
-59,735,,59
-58,740,,58
-58,745,,58
-58,750,,58
-60,755,,60
-58,760,,58
-59,765,,59
-60,770,,60
-59,775,,59
-59,780,,59
-60,785,,60
-57,790,,57
-58,795,,58
-57,800,,57
-56,805,,56
-58,810,,58
-58,815,,58
-58,820,,58
-58,825,,58
-58,830,,58
-57,835,,57
-59,840,,59
-57,845,,57
-58,850,,58
-59,855,,59
-59,860,,59
-59,865,,59
-61,870,,61
-58,875,,58
-58,880,,58
-59,885,,59
-60,890,,60
-58,895,,58
-60,900,,60
-61,905,,61
-60,910,,60
-59,915,,59
-60,920,,60
-58,925,,58
-58,930,,58
